"Date","Open","High","Low","Close","Volume"
"1931-08-03",136.65,145.05,132.55,139.41,1100000
"1931-07-01",150.18,156.74,133.7,135.39,1452100
"1931-06-01",128.4,156.59,119.89,150.18,2538100
"1931-05-01",151.19,155.65,127.3,128.46,2141900
"1931-04-01",172.36,174.69,141.78,151.19,2547600
"1931-03-02",189.66,191.93,170.64,172.36,2816800
"1931-02-02",167.55,196.96,165.6,190.34,3416100
"1931-01-02",164.58,175.66,160.09,169.34,1897100
"1930-12-01",183.39,187.96,154.45,164.58,2520400
"1930-11-03",184.89,191.28,168.32,180.91,2567700
"1930-10-01",205.92,216.89,181.53,183.35,2810400
"1930-09-02",240.42,247.21,201.95,204.9,2527600
"1930-08-01",233.99,241.35,214.49,240.42,1819500
"1930-07-01",226.34,243.65,214.64,233.99,2144500
"1930-06-02",275.07,276.86,207.74,226.34,3542800
"1930-05-01",279.23,281.95,249.82,275.07,3418000
"1930-04-01",286.1,297.25,272.24,279.23,5172300
"1930-03-03",273.24,289.13,268.94,286.1,4315200
"1930-02-03",268.41,275,259.78,271.11,3508900
"1930-01-02",248.48,268.71,241.78,267.14,2773600
"1929-12-02",238.95,267.56,226.39,248.48,3692800
"1929-11-04",269.75,269.75,195.35,238.95,4480000
"1929-10-01",343.45,358.77,212.33,273.51,6121700
"1929-09-03",380.33,386.1,341.06,343.45,4718000
"1929-08-01",347.7,383.96,336.13,380.33,4210400
"1929-07-01",333.79,350.26,332.23,347.7,4076800
"1929-06-03",299.12,335.25,298.53,331.65,3300500
"1929-05-01",319.29,331.01,290.02,297.41,4006300
"1929-04-01",304.21,321.09,294.11,319.29,3676800
"1929-03-01",317.79,324.4,281.51,308.85,5075000
"1929-02-01",317.51,324.51,293.4,317.41,4341100
"1929-01-02",300.31,319.96,292.89,317.51,4803600
"1928-12-03",290.8,301.61,254.36,300,4272000
"1928-11-01",252.16,299.35,251.56,293.38,5669000
"1928-10-01",239.43,260.39,233.6,252.16,4223100
